,ticker,company_name,marketcap_display,sell_side_rating,quant_rating,authors_rating,eps_revisions_category,growth_category,momentum_category,profitability_category,value_category,dividend_yield,is_top_tated
3458,SNOA,"Sonoma Pharmaceuticals, Inc.",2391058,5,2.539187228,,7,3,11,8,1,,FALSE
3459,VRNA,Verona Pharma plc,1232575100,4.71429,2.550072569,3,10,2,9,5,9,,FALSE
3460,SLGL,Sol-Gel Technologies Ltd.,21784658,4.5,2.567851959,,2,8,13,8,4,,FALSE
3461,OPTN,"OptiNose, Inc.",102661768,4.5,2.535558781,,10,1,10,6,10,,FALSE
3462,QTRX,Quanterix Corporation,630694340,4.2,2.559143687,,8,9,9,4,6,,FALSE
3463,PYPD,PolyPid Ltd.,23986260,3.66667,2.557329463,,1,13,10,13,,,FALSE
3464,XERS,"Xeris Biopharma Holdings, Inc.",259443824,4.66667,2.541727141,5,13,2,10,6,11,,FALSE
3465,BNGO,"Bionano Genomics, Inc.",64082248,4.25,2.566037736,,2,10,12,12,6,,FALSE
3466,VTAK,"Catheter Precision, Inc.",3981337,5,2.535921626,,,2,8,12,6,,FALSE
3467,GH,"Guardant Health, Inc.",2225624320,4.55,2.54934688,5,5,9,10,8,7,,FALSE
3468,KOD,Kodiak Sciences Inc.,184866560,2.85714,2.544992743,,13,10,4,9,8,,FALSE
3469,GOSS,"Gossamer Bio, Inc.",160049696,3.9,2.563134978,,5,11,9,10,4,,FALSE
3470,VERB,"Verb Technology Company, Inc.",11538264,5,2.56095791,,1,4,13,13,6,,FALSE
3471,SMTI,Sanara MedTech Inc.,269290208,5,2.543904209,,13,4,8,4,8,,FALSE
3472,ONEW,OneWater Marine Inc.,322397504,4.42857,2.540275762,4,7,6,11,11,5,,FALSE
3473,XGN,Exagen Inc.,23604948,4.66667,2.566763425,,6,11,11,6,1,,FALSE
3474,VIR,"Vir Biotechnology, Inc.",1187276420,3.88889,2.568940493,4,5,10,9,6,5,,FALSE
3475,BEAM,Beam Therapeutics Inc.,1725786750,3.93333,2.533744557,2.5,11,7,9,5,6,,FALSE
3476,ACCD,"Accolade, Inc.",576706820,4.11765,2.562772134,4,6,3,11,4,6,,FALSE
3477,CLOV,"Clover Health Investments, Corp.",318700000,3.66667,2.534833091,2,12,11,11,5,1,,FALSE
3478,AOUT,"American Outdoor Brands, Inc.",100655184,4.5,2.568577649,,11,4,9,10,5,,FALSE
3479,GFAI,"Guardforce AI Co., Limited",29294512,5,2.539550073,,,12,11,12,2,,FALSE
3480,OPT,Opthea Limited,263739904,4.8,2.541001451,,13,5,4,13,12,,FALSE
3481,ALGS,"Aligos Therapeutics, Inc.",60144644,3.5,2.54245283,,7,12,7,12,4,,FALSE
3482,ALGM,"Allegro MicroSystems, Inc.",5563955200,4.77778,2.547532656,3,9,7,9,4,11,,FALSE
3483,ATBPF,Antibe Therapeutics Inc.,11394463,3,2.563860668,,2,10,12,8,3,,FALSE
3484,TLSI,"TriSalus Life Sciences, Inc.",249119728,4,2.546081277,,7,10,4,13,11,,FALSE
3485,KLTR,"Kaltura, Inc.",182169872,3.28571,2.55478955,,6,4,12,11,5,,FALSE
3486,PRVA,"Privia Health Group, Inc.",2139359360,4.52632,2.542815675,,11,5,9,3,13,,FALSE
3487,BTDR,Bitdeer Technologies Group,652934270,4.625,2.561683599,4,7,4,10,10,3,,FALSE
3488,DNUT,"Krispy Kreme, Inc.",2107446270,3.55556,2.548258345,3.5,10,3,9,10,12,1.1208967,FALSE
3489,LZM,Lifezone Metals Limited,543965630,4.75,2.545355588,,4,1,11,13,9,,FALSE
3490,DRMA,"Dermata Therapeutics, Inc.",2214729,4,2.547895501,,1,6,12,11,3,,FALSE
3491,STVN,Stevanato Group S.p.A.,7727170600,4.18182,2.547169811,3,11,4,8,4,13,0.20474672,FALSE
3492,RLYB,Rallybio Corporation,78751832,4.5,2.541364296,,5,12,10,9,2,,FALSE
3493,OABI,"OmniAb, Inc.",536282048,4.75,2.560232221,,11,11,8,1,12,,FALSE
3494,PNST,Pinstripes Holdings Inc.,114651064,5,2.536647315,3,,1,13,12,10,,FALSE
3495,EXAI,Exscientia plc,649566340,3.33333,2.539912917,3,9,6,8,5,9,,FALSE
3496,RENT,"Rent the Runway, Inc.",45462356,4,2.56712627,,4,3,11,13,5,,FALSE
3497,CCSI,"Consensus Cloud Solutions, Inc.",226605792,3.5,2.555515239,4,8,10,13,2,1,,FALSE
3498,TSVT,"2seventy bio, Inc.",236462256,3.75,2.558780842,4,6,9,7,10,6,,FALSE
3499,ALLG,Allego N.V.,325212960,5,2.556966618,,5,1,10,13,9,,FALSE
3500,BCRX,"BioCryst Pharmaceuticals, Inc.",942930880,4.18182,2.531930334,2,9,4,10,6,12,,FALSE
3501,BIOL,"BIOLASE, Inc.",4808953,4.66667,2.529753266,,3,11,13,11,1,,FALSE
3502,ATEC,"Alphatec Holdings, Inc.",1789589250,4.54545,2.527213353,4,13,2,8,8,10,,FALSE
3503,CLMT,"Calumet Specialty Products Partners, L.P.",1256293630,4.14286,2.491561181,3.5,11,3,8,11,11,,FALSE
3504,MDRX,Veradigm Inc.,841766140,3.75,2.519956459,,7,10,10,,1,,FALSE
3505,SBCF,Seacoast Banking Corporation of Florida,1978878720,3.42857,2.485232068,,9,8,8,10,10,3.0625267,FALSE
3506,HBIO,"Harvard Bioscience, Inc.",165869184,5,2.522859216,,13,3,9,3,10,,FALSE
3507,NBY,"NovaBay Pharmaceuticals, Inc.",3231049,5,2.530478955,,2,12,13,8,1,,FALSE
3508,AMN,"AMN Healthcare Services, Inc.",2269523460,3.7,2.51233672,3,13,10,10,2,2,,FALSE
3509,THMO,"ThermoGenesis Holdings, Inc.",5601142,4,2.533018868,,6,1,9,12,6,,FALSE
3510,ACET,"Adicet Bio, Inc.",124897792,4.375,2.51161103,,4,11,11,12,3,,FALSE
3511,ANGO,"AngioDynamics, Inc.",231915744,4.5,2.531204644,4,13,7,9,5,2,,FALSE
3512,SAVA,"Cassava Sciences, Inc.",957461060,4.5,2.511973875,3,11,13,7,10,5,,FALSE
3513,DRRX,DURECT Corporation,30011792,4.33333,2.507982583,,3,10,11,11,6,,FALSE
3514,SGMO,"Sangamo Therapeutics, Inc.",112836112,3.88889,2.509071118,,9,9,10,10,1,,FALSE
3515,SINT,"Sintx Technologies, Inc.",5729162,4,2.511248186,,1,10,13,8,6,,FALSE
3516,EBS,Emergent BioSolutions Inc.,101114176,3.5,2.529027576,5,13,1,10,4,1,,FALSE
3517,BIO,"Bio-Rad Laboratories, Inc.",7845573600,4.5,2.520319303,3,13,6,9,3,10,,FALSE
3518,PEGY,Pineapple Energy Inc.,3524241,3,2.501814224,,10,1,13,11,1,,FALSE
3519,AE,"Adams Resources & Energy, Inc.",74432824,5,2.487341772,,12,6,10,11,4,3.310345,FALSE
3520,PHX,PHX Minerals Inc.,122805864,5,2.483122363,,13,5,7,12,8,3.1914895,FALSE
3521,BAYRY,Bayer Aktiengesellschaft,28755671000,4,2.527939042,3.5,12,9,10,1,9,0.4009511,FALSE
3522,EDAP,EDAP TMS S.A.,263436832,4.33333,2.525399129,,13,4,7,5,7,,FALSE
3523,PMN,"ProMIS Neurosciences, Inc.",36382588,4.5,2.523584906,,,1,9,13,5,,FALSE
3524,CSBR,"Champions Oncology, Inc.",66065708,3,2.526487663,,11,9,8,7,6,,FALSE
3525,MXCT,"MaxCyte, Inc.",385878464,5,2.513425254,,13,11,9,5,7,,FALSE
3526,SAUHY,Straumann Holding AG,21508608000,5,2.531567489,,11,4,8,2,13,0.6575187,FALSE
3527,ASXC,"Asensus Surgical, Inc.",64923144,3,2.510885341,,7,11,9,9,7,,FALSE
3528,KOS,Kosmos Energy Ltd.,2635956220,4.5,2.489451477,4,8,6,12,7,7,,FALSE
3529,NSPR,"InspireMD, Inc.",45761552,4,2.507256894,,8,3,10,11,5,,FALSE
3530,ANVS,"Annovis Bio, Inc.",67279040,4,2.504716981,3,2,12,11,13,12,,FALSE
3531,MODD,"Modular Medical, Inc.",48034448,5,2.522496372,,12,2,5,13,5,,FALSE
3532,CELZ,"Creative Medical Technology Holdings, Inc.",6206563,4,2.521770682,,12,7,8,7,4,,FALSE
3533,MRMD,MariMed Inc.,115394536,4,2.516690856,,13,4,8,4,6,,FALSE
3534,PRTA,Prothena Corporation plc,1150692100,4.25,2.518142235,4,5,1,12,9,7,,FALSE
3535,XPRO,Expro Group Holdings N.V.,2096895100,3.5,2.493670886,4,12,2,8,10,11,,FALSE
3536,CHGG,"Chegg, Inc.",546446210,2.53333,2.525761974,2.5,9,6,13,6,2,,FALSE
3537,BIOCQ,"Biocept, Inc.",2,3,2.508345428,,,12,13,11,1,,FALSE
3538,EKSO,"Ekso Bionics Holdings, Inc.",23076556,4,2.504354136,,13,8,8,6,5,,FALSE
3539,AQB,"AquaBounty Technologies, Inc.",7560590,3,2.510159652,,10,6,12,4,1,,FALSE
3540,BSGM,"BioSig Technologies, Inc.",22284366,5,2.532656023,,1,5,11,13,12,,FALSE
3541,ARMP,"Armata Pharmaceuticals, Inc.",86771080,4.5,2.505079826,,11,2,7,12,11,,FALSE
3542,ARTL,"Artelo Biosciences, Inc.",4196010,4.33333,2.506531205,,12,11,8,9,3,,FALSE
3543,FTCHF,Farfetch Limited,3598740,3,2.501088534,,5,1,13,13,2,,FALSE
3544,SHWZ,"Medicine Man Technologies, Inc.",50861452,5,2.505442671,,11,6,10,3,2,,FALSE
3545,OCX,OncoCyte Corporation,34079824,3.6,2.525036284,,8,12,9,6,8,,FALSE
3546,SENS,"Senseonics Holdings, Inc.",245503120,3,2.526850508,,5,6,10,11,8,,FALSE
3547,ACIU,AC Immune SA,234884672,4.66667,2.515239478,,10,8,8,10,7,,FALSE
3548,FLGT,"Fulgent Genetics, Inc.",618943810,3.33333,2.529390421,4,9,6,10,4,5,,FALSE
3549,APVO,Aptevo Therapeutics Inc.,1542561,4.5,2.501451379,,1,13,13,10,2,,FALSE
3550,CKPT,"Checkpoint Therapeutics, Inc.",49960792,4.75,2.508708273,,11,1,11,13,11,,FALSE
3551,KRP,"Kimbell Royalty Partners, LP Common Units",1480141570,4.83333,2.495780591,4,10,5,9,13,4,10.748561,FALSE
3552,XAIR,"Beyond Air, Inc.",51865104,4.6,2.503991292,,4,2,12,10,10,,FALSE
3553,OVID,Ovid Therapeutics Inc.,216680624,4.66667,2.527576197,4,11,10,9,7,9,,FALSE
3554,URGN,UroGen Pharma Ltd.,491358048,4.4,2.506894049,3,13,6,7,11,10,,FALSE
3555,CUE,"Cue Biopharma, Inc.",92665520,4.6,2.52394775,,4,11,11,8,8,,FALSE
3556,MGTX,MeiraGTx Holdings plc,320889984,4.6,2.523222061,4,11,7,8,6,6,,FALSE
3557,DOCRF,CloudMD Software & Services Inc.,12210283,4,2.502539913,,,9,12,4,1,,FALSE
3558,ALLO,"Allogene Therapeutics, Inc.",498511456,4.3125,2.515602322,3,6,9,10,12,10,,FALSE
3559,ORGO,Organogenesis Holdings Inc.,332756896,4.33333,2.514876633,,13,9,8,3,11,,FALSE
3560,CLVR,Clever Leaves Holdings Inc.,2703261,3,2.500362845,,,13,12,6,2,,FALSE
3561,CBSTF,The Cannabist Company Holdings Inc.,146292992,4.5,2.50616836,,9,9,10,4,7,,FALSE
3562,AKRO,"Akero Therapeutics, Inc.",1388552190,4.44444,2.520682148,3,10,3,8,8,7,,FALSE
3563,MORF,"Morphic Holding, Inc.",1401117700,4.4,2.526124819,,10,3,9,6,4,,FALSE
3564,FLNG,FLEX LNG Ltd.,1405359230,2,2.497890295,3.25,12,12,12,1,3,11.498658,FALSE
3565,NVST,Envista Holdings Corporation,3394140160,3.38462,2.519230769,3,12,5,10,3,7,,FALSE
3566,SDCCQ,"SmileDirectClub, Inc.",805215,2,2.5,,,11,13,6,1,,FALSE
3567,TXG,"10x Genomics, Inc.",3222550780,4.1875,2.505805515,,10,9,11,5,8,,FALSE
3568,CABA,"Cabaletta Bio, Inc.",598771520,4.81818,2.515965167,,11,6,9,6,6,,FALSE
3569,SDGR,"Schrödinger, Inc.",1835881340,4.2,2.512699565,3,11,5,8,7,9,,FALSE
3570,ZNTL,"Zentalis Pharmaceuticals, Inc.",803159680,4.45455,2.516328012,3.66667,6,12,10,9,6,,FALSE
3571,LEGN,Legend Biotech Corporation,8000447500,4.33333,2.53011611,3,7,4,11,10,10,,FALSE
3572,APLIF,Appili Therapeutics Inc.,3092621.8,,2.503628447,,7,,7,12,12,,FALSE
3573,OBIO,"Orchestra BioMed Holdings, Inc.",157460592,4.66667,2.518867925,,4,9,11,7,8,,FALSE
3574,OWLT,"Owlet, Inc.",39263800,5,2.517416546,,12,12,7,8,2,,FALSE
3575,EVLV,"Evolv Technologies Holdings, Inc.",600536130,4.66667,2.519593614,3.5,9,2,10,12,7,,FALSE
3576,GLTO,"Galecto, Inc.",18439344,3.66667,2.513788099,,5,12,9,11,3,,FALSE
3577,VVOS,"Vivos Therapeutics, Inc.",7557072,5,2.51777939,,2,7,12,12,2,,FALSE
3578,CMPX,"Compass Therapeutics, Inc.",216014992,4.42857,2.5308418,,10,12,8,6,4,,FALSE
3579,TERN,"Terns Pharmaceuticals, Inc.",328547872,4.25,2.517053701,,7,12,9,6,9,,FALSE
3580,SOND,Sonder Holdings Inc.,38203264,3,2.532293179,,5,12,10,11,9,,FALSE
3581,CLNN,Clene Inc.,56125536,4.4,2.51850508,,6,10,9,10,9,,FALSE
3582,GANX,"Gain Therapeutics, Inc.",53614376,4.6,2.509796807,,5,11,9,12,9,,FALSE
3583,ACHL,Achilles Therapeutics plc,32118648,3.5,2.528301887,,9,12,9,6,3,,FALSE
3584,OMIC,"Singular Genomics Systems, Inc.",30160204,4,2.513062409,,6,10,10,6,3,,FALSE
3585,HCWB,HCW Biologics Inc.,52075248,4,2.510522496,,11,12,7,8,10,,FALSE
3586,VERV,"Verve Therapeutics, Inc.",503536928,4.36364,2.521407837,2.5,4,7,12,6,5,,FALSE
3587,CVRX,"CVRx, Inc.",218546096,4.16667,2.500725689,,11,7,11,9,7,,FALSE
3588,SHCO,Soho House & Co Inc.,1013551490,4.5,2.524310595,,12,4,11,11,12,,FALSE
3589,CRBU,"Caribou Biosciences, Inc.",333272576,4.55556,2.528664731,4,6,3,10,10,4,,FALSE
3590,PRE,Prenetics Global Limited,59009032,5,2.502902758,,12,10,10,4,2,,FALSE
3591,SOPA,Society Pass Incorporated,4422526,4.5,2.502177068,,6,12,13,13,1,,FALSE
3592,INKT,"MiNK Therapeutics, Inc.",33055544,4.75,2.522133527,,3,13,8,13,,,FALSE
3593,INDP,"Indaptus Therapeutics, Inc.",17301484,4,2.521044993,,10,13,7,11,4,,FALSE
3594,AIRS,"AirSculpt Technologies, Inc.",317031040,4,2.514150943,,13,6,9,3,10,,FALSE
3595,AURA,"Aura Biosciences, Inc.",378927584,4.66667,2.52467344,,11,9,9,6,4,,FALSE
3596,NRSN,NeuroSense Therapeutics Ltd.,21840892,4.5,2.507619739,,7,13,3,13,,,FALSE
3597,ANTX,"AN2 Therapeutics, Inc.",71589696,3.6,2.509433962,,2,6,13,9,3,,FALSE
3598,GNLX,Genelux Corporation,86697416,4.5,2.514513788,,8,1,13,12,10,,FALSE
3599,SHLT,SHL Telemedicine Ltd.,75503184,5,2.503265602,,,5,12,4,5,,FALSE
3600,IDA,"IDACORP, Inc.",4858776600,3.66667,2.428270042,4,10,4,9,11,10,3.376055,FALSE
3601,PNM,"PNM Resources, Inc.",3372592380,4,2.476793249,4,5,10,11,12,9,4.038513,FALSE
3602,NWN,Northwest Natural Holding Company,1451500800,3.66667,2.35443038,4,12,11,9,9,4,5.1021743,FALSE
3603,CRK,"Comstock Resources, Inc.",2854816260,3.07692,2.282700422,3.16667,13,13,9,12,11,,FALSE
3604,PTEN,"Patterson-UTI Energy, Inc.",4234145020,4.21053,2.466244726,,12,6,11,8,7,3.047619,FALSE
3605,PKX,POSCO Holdings Inc.,22022060000,5,2.272151899,3,10,3,11,2,7,1.9449723,FALSE
3606,NAVI,Navient Corporation,1724337660,2.66667,2.358649789,,12,12,11,6,3,4.150454,FALSE
3607,ALTI,"AlTi Global, Inc.",570395520,5,2.276371308,,7,1,13,13,11,,FALSE
3608,CATY,Cathay General Bancorp,2557170430,3.16667,2.478902954,2,9,11,10,7,5,3.8658328,FALSE
3609,TRST,TrustCo Bank Corp NY,520318240,2,2.41350211,4,12,13,10,10,4,5.2650824,FALSE
3610,CWBC,Community West Bancshares,329089792,4,2.411392405,,10,9,8,10,8,2.7522936,FALSE
3611,VLY,Valley National Bancorp,3714919420,3.46154,2.474683544,4.5,11,11,12,6,3,6.027397,FALSE
3612,FCFS,"FirstCash Holdings, Inc.",5217151500,4.5,2.390295359,4,12,4,7,5,12,1.202824,FALSE
3613,NNI,"Nelnet, Inc.",3485734140,3,2.291139241,,11,4,8,8,13,1.1414077,FALSE
3614,AWR,American States Water Company,2683457790,3,2.405063291,3.33333,6,4,11,10,12,2.3411486,FALSE
3615,BRKL,"Brookline Bancorp, Inc.",761092160,4,2.318565401,,12,12,12,10,3,6.360424,FALSE
3616,BFIN,BankFinancial Corporation,121865432,4,2.459915612,,10,12,7,11,7,4.0899796,FALSE
3617,LBAI,"Lakeland Bancorp, Inc.",811825410,3,2.35021097,,13,11,11,10,4,4.654896,FALSE
3618,INDB,Independent Bank Corp.,2159556610,3,2.388185654,,9,10,11,8,5,4.364065,FALSE
3619,PPBI,"Pacific Premier Bancorp, Inc.",2142707970,3.57143,2.293248945,3,11,12,11,11,7,5.940594,FALSE
3620,TRS,TriMas Corporation,1050511870,3.5,2.278481013,,10,5,8,8,12,0.6203955,FALSE
3621,CCBG,"Capital City Bank Group, Inc.",456789696,4,2.436708861,,8,6,12,10,7,2.930267,FALSE
3622,YORW,The York Water Company,517464000,5,2.415611814,4,6,10,10,12,13,2.2908587,FALSE
3623,PFIS,Peoples Financial Services Corp.,275162496,3,2.286919831,,12,2,11,11,6,4.206207,FALSE
3624,EFSC,Enterprise Financial Services Corp,1461052030,4.2,2.426160338,,13,10,10,8,7,2.5660765,FALSE
3625,RWEOY,RWE Aktiengesellschaft,25975410700,5,2.457805907,4,13,6,11,5,3,2.823489,FALSE
3626,BOH,Bank of Hawaii Corporation,2302355970,2.5,2.470464135,3,8,12,7,9,8,4.827586,FALSE
3627,AROW,Arrow Financial Corporation,388599744,3,2.417721519,,12,13,7,11,5,5.697628,FALSE
3628,SASR,"Sandy Spring Bancorp, Inc.",950484100,3,2.44092827,3,12,11,11,10,3,6.43026,FALSE
3629,HTH,Hilltop Holdings Inc.,1967797500,3,2.383966245,,11,7,9,8,9,2.1558871,FALSE
3630,NABZY,National Australia Bank Limited,69147468000,3,2.38185654,3,12,10,5,13,7,5.112214,FALSE
3631,DGICA,Donegal Group Inc.,447520992,3,2.314345992,,10,4,11,6,9,5.037037,FALSE
3632,FBNC,First Bancorp,1286133890,4,2.280590717,,11,12,10,9,9,2.816,FALSE
3633,CRD.B,Crawford & Company,465552800,5,2.324894515,4,11,3,9,6,9,2.8451002,FALSE
3634,SSB,SouthState Corporation,5885715500,3.71429,2.47257384,,12,9,8,7,9,2.6656315,FALSE
3635,BCBP,"BCB Bancorp, Inc.",164966224,3.5,2.335443038,2,10,12,13,10,2,6.577595,FALSE
3636,CBAN,"Colony Bankcorp, Inc.",192793552,4,2.449367089,,11,8,9,11,5,4.0300546,FALSE
3637,CCNE,CNB Financial Corporation,397513440,4,2.364978903,,12,12,10,10,5,3.6803365,FALSE
3638,EGBN,"Eagle Bancorp, Inc.",572623360,3,2.345991561,3,10,12,13,8,1,9.488667,FALSE
3639,EPM,Evolution Petroleum Corporation,177112784,4.5,2.356540084,4,13,11,12,4,3,8.872458,FALSE
3640,ESSA,"ESSA Bancorp, Inc.",161008336,3,2.29535865,,12,11,10,11,6,3.539823,FALSE
3641,FLIC,The First of Long Island Corporation,222306704,3,2.284810127,4,11,12,13,11,2,8.493427,FALSE
3642,PACW,"Banc of California, Inc.",2339362820,5,2.362869198,,4,13,11,12,,,FALSE
3643,SBFG,"SB Financial Group, Inc.",90562448,5,2.329113924,,13,11,11,11,4,3.961136,FALSE
3644,GEL,"Genesis Energy, L.P. Class A Common Units",1441405060,3.33333,2.462025316,,11,9,7,11,9,5.097706,FALSE
3645,EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,16610251800,5,2.443037975,4,13,1,9,7,12,0.59206986,FALSE
3646,FSI,"Flexible Solutions International, Inc.",25772600,5,2.308016878,,10,3,10,7,2,,FALSE
3647,CMWAY,Commonwealth Bank of Australia,1.25459E+11,2,2.367088608,2,13,12,7,13,10,3.9510534,FALSE
3648,EVTC,"EVERTEC, Inc.",2423065090,3.33333,2.316455696,,11,2,9,5,13,0.5316321,FALSE
3649,AQN,Algonquin Power & Utilities Corp.,4321672700,3.36364,2.392405063,4,11,13,10,11,4,6.944,FALSE
3650,WD,"Walker & Dunlop, Inc.",3116976640,3.4,2.447257384,,10,12,4,10,11,2.7382493,FALSE
3651,EBMT,"Eagle Bancorp Montana, Inc.",103248160,3,2.320675105,,12,10,10,12,6,4.328752,FALSE
3652,MOFG,"MidWestOne Financial Group, Inc.",331232416,3.8,2.305907173,,12,11,11,11,5,4.612458,FALSE
3653,FCCO,First Community Corporation,126488904,3.75,2.299578059,4,8,10,12,11,8,3.3775632,FALSE
3654,PLBC,Plumas Bancorp,211608784,4,2.396624473,,13,10,10,8,6,2.896936,FALSE
3655,FBMS,"The First Bancshares, Inc.",761419260,4,2.337552743,,11,8,11,10,6,3.8923395,FALSE
3656,MPB,"Mid Penn Bancorp, Inc.",344565248,4.33333,2.400843882,,13,10,10,11,5,3.8461537,FALSE
3657,BCML,BayCom Corp,221469424,5,2.32278481,,13,12,9,10,8,2.0314882,FALSE
3658,CATC,Cambridge Bancorp,495371072,3.25,2.402953586,,11,12,7,11,8,4.244536,FALSE
3659,LCNB,LCNB Corp.,190032848,3,2.327004219,3,11,11,11,11,5,5.98469,FALSE
3660,USIO,"Usio, Inc.",39380112,4,2.348101266,,8,5,13,8,4,,FALSE
3661,KGEI,Kolibri Global Energy Inc.,111851224,4,2.434599156,,11,2,12,12,4,,FALSE
3662,FRBA,First Bank,298396768,4.66667,2.451476793,,9,9,9,9,6,2.018503,FALSE
3663,ISBA,Isabella Bank Corporation,134785824,3,2.312236287,,13,8,12,11,3,6.2222223,FALSE
3664,USAS,Americas Gold and Silver Corporation,64017032,3.66667,2.303797468,,6,7,11,11,2,,FALSE
3665,UMICY,Umicore SA,5366827000,2,2.297468354,,12,9,11,6,2,3.8024383,FALSE
3666,RM,Regional Management Corp.,249567456,3.5,2.432489451,3,12,9,11,7,3,4.7449584,FALSE
3667,CAPL,CrossAmerica Partners LP Common Units,872852860,3,2.360759494,4,12,12,8,8,4,9.138381,FALSE
3668,DKL,"Delek Logistics Partners, LP Common Units",1876248830,4,2.421940928,,13,10,12,8,3,10.465409,FALSE
3669,BCAL,Southern California Bancorp,257713040,4,2.352320675,,10,2,11,11,7,,FALSE
3670,CNOB,"ConnectOne Bancorp, Inc.",708929920,4.6,2.375527426,,10,7,10,9,6,3.6657681,FALSE
3671,VTOL,Bristow Group Inc.,746901630,5,2.333333333,4,11,3,9,11,11,,FALSE
3672,BEP,Brookfield Renewable Partners L.P. Limited Partnership Units,11371392000,3.94737,2.464135021,4.16667,11,6,11,10,4,5.8690987,FALSE
3673,BWFG,"Bankwell Financial Group, Inc.",180630912,4.5,2.301687764,,11,13,12,8,4,3.3898306,FALSE
3674,ALVOF,Alvopetro Energy Ltd.,125403904,5,2.455696203,4,10,7,13,4,1,14.934114,FALSE
3675,LOB,"Live Oak Bancshares, Inc.",1504996100,3.6,2.379746835,,9,7,7,7,11,0.3583159,FALSE
3676,RYAM,Rayonier Advanced Materials Inc.,252332608,4,2.274261603,,10,7,10,9,2,,FALSE
3677,TFIN,"Triumph Financial, Inc.",1671248770,2.83333,2.373417722,,13,11,5,11,13,,FALSE
3678,MOGO,Mogo Inc.,45197660,4.33333,2.289029536,,10,12,5,12,9,,FALSE
3679,CIVB,"Civista Bancshares, Inc.",224012672,3.83333,2.4092827,5,10,10,12,10,3,4.4117646,FALSE
3680,RNGR,"Ranger Energy Services, Inc.",231239584,3.5,2.438818565,3,13,5,11,9,5,1.5306122,FALSE
3681,STEL,"Stellar Bancorp, Inc.",1221493120,3.8,2.339662447,,13,7,10,9,9,2.2807016,FALSE
3682,BWB,"Bridgewater Bancshares, Inc.",307902464,4.66667,2.398734177,3,11,10,8,9,7,,FALSE
3683,BFST,"Business First Bancshares, Inc.",527545152,4.6,2.430379747,,12,5,8,9,7,2.5120773,FALSE
3684,HPK,"HighPeak Energy, Inc.",1761847170,3.33333,2.407172996,3.5,8,12,11,6,7,0.8345428,FALSE
3685,GB,Global Blue Group Holding AG,1215554430,5,2.369198312,,,13,7,5,12,,FALSE
3686,CWEN,"Clearway Energy, Inc.",4583045600,4,2.419831224,3,13,2,11,4,2,6.732105,FALSE
3687,CWEN.A,"Clearway Energy, Inc.",4583045600,4.5,2.377637131,3,11,13,11,4,2,7.2612114,FALSE
3688,REPX,"Riley Exploration Permian, Inc.",596841020,4.5,2.453586498,4.33333,13,6,12,5,2,5.8077707,FALSE
3689,BMTX,"BM Technologies, Inc.",21091980,4,2.386075949,,11,12,13,13,1,,FALSE
3690,TIGR,UP Fintech Holding Limited,571758400,4.14286,2.445147679,4,10,1,10,10,6,,FALSE
3691,IFS,Intercorp Financial Services Inc.,650212610,4.5,2.424050633,4,13,6,11,7,3,4.6403713,FALSE
3692,OPRT,Oportun Financial Corporation,112657408,3.5,2.343881857,,8,4,13,12,1,,FALSE
3693,SSSS,SuRo Capital Corp.,87808344,4.5,2.331223629,,7,12,10,13,13,,FALSE
3694,ANSNF,Anson Resources Limited,92443640,4,2.310126582,,,11,10,11,6,,FALSE
3695,DO,"Diamond Offshore Drilling, Inc.",1259317760,4.66667,2.46835443,3.5,12,1,10,11,12,,FALSE
3696,FSBC,Five Star Bancorp,464581728,4.33333,2.341772152,,11,9,10,8,6,3.671409,FALSE
3697,USCB,"USCB Financial Holdings, Inc.",232268480,3.66667,2.481012658,,8,6,6,11,12,0.42301184,FALSE
3698,FINW,FinWise Bancorp,134460256,4.5,2.371308017,,11,11,8,9,5,,FALSE
3699,ACDC,ProFrac Holding Corp.,1090028290,3.71429,2.394514768,3,10,3,13,13,1,,FALSE
3700,AUDAQ,"Audacy, Inc.",649553,1,2.075949367,,6,11,9,12,6,,FALSE
3701,TTI,"TETRA Technologies, Inc.",485213536,5,2.147679325,,11,2,11,10,11,,FALSE
3702,TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,19402360800,3,2.122362869,4,13,10,11,2,4,5.709352,FALSE
3703,HLF,Herbalife Ltd.,866148220,3.5,2.253164557,3,13,3,12,6,1,,FALSE
3704,USNA,"USANA Health Sciences, Inc.",876405440,3,2.092827004,,12,8,10,7,4,,FALSE
3705,GCO,Genesco Inc.,295516800,3,2.067510549,3,13,11,9,10,3,,FALSE
3706,CHRW,"C.H. Robinson Worldwide, Inc.",8351331300,2.84,2.255274262,,10,11,11,7,7,3.384658,FALSE
3707,NBR,Nabors Industries Ltd.,677374720,3,2.198312236,4,9,6,12,10,4,,FALSE
3708,KNX,Knight-Swift Transportation Holdings Inc.,7551336400,4.16667,2.107594937,,10,10,11,9,10,1.2366738,FALSE
3709,TTC,The Toro Company,9107404800,3.375,2.14556962,4,10,10,10,7,11,1.6049525,FALSE
3710,IIIN,"Insteel Industries, Inc.",620475460,3,2.154008439,,12,13,8,7,9,0.37664783,FALSE
3711,RCMT,"RCM Technologies, Inc.",151642896,5,2.183544304,4,11,3,9,3,3,,FALSE
